,0
425,"{'id': '1380125937363267589', 'text': 'RT @detroitnews: Mackinac Island officials have a message for visitors hoping to ride electric bicycles on an island famous for being vehic…'}"
426,"{'id': '1380125902781083649', 'text': ""RT @Klp168: NIO's William Li says second sedan will be launched in the future, more competitive than Tesla Model 3 https://t.co/55OXh87i8E…""}"
427,"{'id': '1380125727949905928', 'text': 'RT @Jknighty20: @DarrenK46144227 Someone did some maths that you could buy every passenger a new electric vehicle every two years for the s…'}"
428,"{'id': '1380125656915185670', 'text': 'RT @simondonner: Electric vehicles represented 9.2% of sales in British Columbia last year, among the highest in North America https://t.co…'}"
429,"{'id': '1380125584542597124', 'text': 'RT @GRIDSERVE_HQ: We have a unique opportunity for landowners to become environmental stewards at the most critical time in history. 🤝\u200b\n\nDo…'}"
430,"{'id': '1380125538719657986', 'text': ""RT @WBrettWilson: Saskatchewan's incoming electric vehicle tax sends 'wrong message,' advocates say - @GlobalNews\n\nWell advocates also say…""}"
431,"{'id': '1380125532042502145', 'text': 'RT @detroitnews: Mackinac Island officials have a message for visitors hoping to ride electric bicycles on an island famous for being vehic…'}"
432,"{'id': '1380125435825160197', 'text': 'Global Automotive Air Conditioning Electric Scroll Compressors Market 2021 Major Drivers | Denso, Yinhe Electronics, Hanon Systems, Sanden, Zhengzhou Yuebo New Energy Vehicle Technology –\xa0KSU https://t.co/wDBCxRB5MP'}"
433,"{'id': '1380125275850084354', 'text': 'Battery Electric Vehicle (BEV) Market Report 2021/2031 https://t.co/bZIWzlhsOT #asdreports #automotive #marketresearch'}"
434,"{'id': '1380125235710672896', 'text': '@NADDCouncil Commission Electric Solar Powered Vehicle Station at Danfodiyo Varsity Today. The experience was huge ❤️ 😍. \n\n@UDUSOK @Nacjudus1 @NewsUdus @Nacjudus1 @ https://t.co/KZmVDuDEVE'}"
435,"{'id': '1380125059768053771', 'text': 'As Joe Biden Offers $174 Billion In Assistance For Business, Tesla And Other Electric Vehicle Stocks Grow https://t.co/pGiB2xfddR'}"
436,"{'id': '1380125028360982529', 'text': 'ANALYSIS-Investments get ""real"" as inflation fears dim appeal of bonds: Electric vehicle infrastructure, top-end offices and industrial metals - with a resurgence in inflation seemingly on the horizon, investors are slashing their exposure to… https://t.co/ILlFxmkR95 NASDAQ'}"
437,"{'id': '1380124871775117314', 'text': 'RT @GazetteNGR: NITT to produce Nigeria’s first electric vehicle https://t.co/KZ9eDlRcP4'}"
438,"{'id': '1380124759275548673', 'text': 'RT @GazetteNGR: NITT to produce Nigeria’s first electric vehicle https://t.co/KZ9eDlRcP4'}"
439,"{'id': '1380124710361567241', 'text': 'RT @nextecocar: Great to be interviewed by RTE yesterday for a piece on the state of Electric Vehicle adoption in #Ireland #EVs #sustainabl…'}"
440,"{'id': '1380124668657557505', 'text': '@elonmusk The electric vehicle and renewables company informed BTCPay’s team of the bug after reviewing the project’s GitHub last week.'}"
441,"{'id': '1380124659232952325', 'text': ""'My Life with a LEAF' video series #NissanLEAF #ElectrifyTheWorld https://t.co/thowVUeRLW""}"
442,"{'id': '1380124519726260227', 'text': 'RT @GazetteNGR: NITT to produce Nigeria’s first electric vehicle https://t.co/KZ9eDlRcP4'}"
443,"{'id': '1380124505859850243', 'text': 'RT @GazetteNGR: NITT to produce Nigeria’s first electric vehicle https://t.co/KZ9eDlRcP4'}"
444,"{'id': '1380124484947042309', 'text': 'RT @GazetteNGR: NITT to produce Nigeria’s first electric vehicle https://t.co/KZ9eDlRcP4'}"
445,"{'id': '1380124377526702080', 'text': 'RT @IanLJones98: Which countries have the highest share of plug in electric vehicles? #EVs by @StatistaCharts @Statista_UK cc @DrJDrooghaag…'}"
446,"{'id': '1380124213059727361', 'text': 'As Joe Biden Offers $174 Billion In Assistance For Business, Tesla And Other Electric Vehicle Stocks Grow https://t.co/9Ky0129aV2'}"
447,"{'id': '1380124203320545283', 'text': 'RT @OmarAlghabra: Great news about #ZEV sales in BC. We know that increased adoption of electric vehicles is crucial to reducing pollution…'}"
448,"{'id': '1380124078334349316', 'text': ""RT @WBrettWilson: Saskatchewan's incoming electric vehicle tax sends 'wrong message,' advocates say - @GlobalNews\n\nWell advocates also say…""}"
449,"{'id': '1380124044704485379', 'text': 'NITT moves to unveil Nigeria’s first electric\xa0vehicle https://t.co/2jOUFuqHoN'}"
450,"{'id': '1380124026471903235', 'text': 'Electric Vehicle Infrastructure Critical in Low-Income Areas &amp; Communities of Colors https://t.co/tTpmBFgXAG'}"
451,"{'id': '1380124014765432835', 'text': 'RT @adage: The future is looking more and more electric, and Volta Charging, which operates a network of more than 1,700 vehicle charging s…'}"
452,"{'id': '1380123988547006475', 'text': 'NITT to produce Nigeria’s first electric vehicle https://t.co/KZ9eDlRcP4'}"
453,"{'id': '1380123582873927689', 'text': 'Sources:\nhttps://t.co/OsV7ZA4NmT\nhttps://t.co/Dz2sj9uTu0\nhttps://t.co/NfA8mNpgvs\nhttps://t.co/flq670bEQF'}"
454,"{'id': '1380123573990391810', 'text': '#BYD showed off five new electric vehicle models.\nBYD is China’s top electric vehicle maker.\nIt sold more EVs in March than its rivals #Nio and #XPeng combined.'}"
455,"{'id': '1380123482743173121', 'text': 'RT @unico_llc: Unico has been at the forefront of providing high-performance drive systems for testing applications. Learn more about our s…'}"
456,"{'id': '1380123318003568644', 'text': '@PerrigauxVienna @CarolineLucas @NewWeatherInst @_wearepossible Do you not think An electric SUV is still just an unnecessarily heavy vehicle that consumes more energy than is necessary to get a journey done'}"
457,"{'id': '1380123304472813568', 'text': 'RT @ClimateNexus: A new report from @ACEEEdc takes a wholesale look at how utilities are preparing to make sure that low- and medium-income…'}"
458,"{'id': '1380123288752513024', 'text': 'RT @cleantechnica: Electric Vehicle Infrastructure Critical in Low-Income Areas &amp; Communities of\xa0Colors https://t.co/Ayqpg7QYMA'}"
459,"{'id': '1380123156111843332', 'text': 'RT @Premafrimin: $PREM #PREM #Zulu\n𝐈𝐍𝐕𝐄𝐒𝐓𝐎𝐑𝐒 𝐅𝐋𝐎𝐂𝐊 𝐓𝐎 𝐋𝐈𝐓𝐇𝐈𝐔𝐌\nInterest in the industry is resurgent as electric-vehicle targets set by glob…'}"
460,"{'id': '1380123111547281408', 'text': 'RT @unico_llc: Unico has been at the forefront of providing high-performance drive systems for testing applications. Learn more about our s…'}"
461,"{'id': '1380122874514534401', 'text': 'NITT moves to unveil Nigeria’s first electric\xa0vehicle https://t.co/niSr0w5Dsi'}"
462,"{'id': '1380122842700918787', 'text': 'Tesla promises cars that connect to the grid, even if Elon Musk doesn’t really want them to https://t.co/fEaVdMRLW5 via @Verge'}"
463,"{'id': '1380122607115137033', 'text': 'As Joe Biden Offers $174 Billion In Assistance For Business, Tesla And Other Electric Vehicle Stocks Grow https://t.co/9aH3qymO6o'}"
464,"{'id': '1380122280076906502', 'text': 'RT @Sokoto_Tracker: Nigeria launches its first solar-powered charging station in Sokoto for electric vehicle charging. The nation has an ab…'}"
465,"{'id': '1380122142847668224', 'text': 'RT @scudnewsng: NITT Set To Unveil Nigeria’s First Electric Vehicle - https://t.co/FWcndH4P9B https://t.co/P1yOtTYS3Z'}"
466,"{'id': '1380122091853242368', 'text': 'RT @SecGranholm: Imagine never having to fill up your gas tank ever again. The #AmericanJobsPlan will help spark an electric vehicle revolu…'}"
467,"{'id': '1380121997397483525', 'text': ""Great news from Germany! The German government will provide 5.5 billion euro of funding for electric vehicle charging infrastructure. An important statement of support for one of the country's core industries. (Source Automotive News Europe). https://t.co/dP2lUELb2K""}"
468,"{'id': '1380121916770381829', 'text': 'RT @investeek: ICYMI -\n\nSee the list of all listed electric vehicle stocks in India\n\n#electricvehicles #EV https://t.co/n7OpTzoYdL'}"
469,"{'id': '1380121636179898370', 'text': 'Electric Vehicle Infrastructure Critical in Low-Income Areas &amp; Communities of Colors: States and utilities need to take intentional steps to ensure the coming wave of vehicle electrification is accessible to everyone, especially those… https://t.co/eAXcMOUJkj #Renewable #Energy https://t.co/mQZwjO6D2b'}"
470,"{'id': '1380121598766821379', 'text': 'RT @Premafrimin: $PREM #PREM #Zulu\n𝐈𝐍𝐕𝐄𝐒𝐓𝐎𝐑𝐒 𝐅𝐋𝐎𝐂𝐊 𝐓𝐎 𝐋𝐈𝐓𝐇𝐈𝐔𝐌\nInterest in the industry is resurgent as electric-vehicle targets set by glob…'}"
471,"{'id': '1380121202354761738', 'text': 'RT @Premafrimin: $PREM #PREM #Zulu\n𝐈𝐍𝐕𝐄𝐒𝐓𝐎𝐑𝐒 𝐅𝐋𝐎𝐂𝐊 𝐓𝐎 𝐋𝐈𝐓𝐇𝐈𝐔𝐌\nInterest in the industry is resurgent as electric-vehicle targets set by glob…'}"
472,"{'id': '1380121032309141507', 'text': 'RT @eOrganiser: Leading-edge technique to boost electric vehicle battery performance https://t.co/mweHfgLRqw via @eOrganiser'}"
473,"{'id': '1380120892554891268', 'text': 'RT @LogisticsMatter: European Manufacturers Race on Electric Vehicle Batteries https://t.co/X1YqBDjnsr #transportation #sustainability'}"
474,"{'id': '1380120875291189253', 'text': 'RT @CEEW_CEF: #Charging infrastructure is often cited as a significant barrier to #ElectricVehicle adoption in India. #EV roaming improves…'}"
475,"{'id': '1380120825291010054', 'text': 'Read more about Labours call for an electric car “revolution” and their new proposals in this article from @TweetsByCurrent https://t.co/YUgLHsQ065 \n\n#ElectricVehicle #EV'}"
476,"{'id': '1380120790062931982', 'text': 'RT @LogisticsMatter: European Manufacturers Race on Electric Vehicle Batteries https://t.co/X1YqBDjnsr #transportation #sustainability'}"
477,"{'id': '1380120764846899207', 'text': 'European Manufacturers Race on Electric Vehicle Batteries https://t.co/X1YqBDjnsr #transportation #sustainability'}"
478,"{'id': '1380120751378948097', 'text': 'RT @Hyundai_UK_PR: NEWS: KONA Electric: Longest range of any Plug-In Car Grant-Eligible Vehicle https://t.co/AX9okCp5Sy'}"
479,"{'id': '1380120663663505409', 'text': 'RT @houstex: Electric vehicle rollout will require huge investments in strained U.S. power grids https://t.co/pLrEtlsSqB https://t.co/blT3N…'}"
480,"{'id': '1380120646571716612', 'text': 'RT @investeek: ICYMI -\n\nSee the list of all listed electric vehicle stocks in India\n\n#electricvehicles #EV https://t.co/n7OpTzoYdL'}"
481,"{'id': '1380120639370059778', 'text': 'RT @Gizmodo: How to Ensure Electric Vehicle Charging Infrastructure Is Accessible to Everyone https://t.co/bz6gO7mOwJ https://t.co/dYRpWzFg…'}"
482,"{'id': '1380120610559365120', 'text': '@WelshLabPress @WelshLabour No mention of public support benefit programme to help fund electric vehicle purchases to get people into less polluting vehicles others than “ cycle lanes and trains “'}"
483,"{'id': '1380120400898764800', 'text': 'As Joe Biden Offers $174 Billion In Assistance For Business, Tesla And Other Electric Vehicle Stocks Grow https://t.co/9OmXVaEJej'}"
484,"{'id': '1380120385102864386', 'text': 'Huawei Teams Up With Arcfox For First Autonomous Electric Vehicle https://t.co/R5VWNwnXO9 https://t.co/STjV2IWt55'}"
485,"{'id': '1380120368417894407', 'text': 'NITT Set To Unveil Nigeria’s First Electric Vehicle - https://t.co/FWcndH4P9B https://t.co/P1yOtTYS3Z'}"
486,"{'id': '1380120071822008320', 'text': 'We recently took delivery of our first fully electric vehicle and share with you our experience and opinion on the value and convenience of using one.\n\nhttps://t.co/HVAhf7XJRl #electricvehicle #electricvehicles #ev #etron #audi #eco #electriccars  #environment #electric #charging'}"
487,"{'id': '1380119680996806658', 'text': 'Find out how @saiettagroup are utilising one of our #torque #transducers on #testrigs aiding the design of motors for light-weight electric vehicle (EV) propulsion.\n\nFind out More➡️https://t.co/4ZU47MUdJJ'}"
488,"{'id': '1380119443041361921', 'text': '@elonmusk The Secret to achieve electric vehicle will be the read engineering in designing of the batteries which we are not there yet\n\nThe problem are the rare elements needed to produce\n The batteries\n\nLast long is regulation keeps restricting Production of the batteries'}"
489,"{'id': '1380119416281645057', 'text': 'RT @cvpayne: BIDEN INFRASTRUCTURE PLAN CALLS FOR $100 BILLION FOR NEW CONSUMER ELECTRIC VEHICLE REBATES --EMAIL TO CONGRESSIONAL STAFF SEEN…'}"
490,"{'id': '1380118975590371331', 'text': 'With experts estimating that electric cars will account for 30% of all vehicle sales by 2025. However, if drivers continue to purchase EVs at the expected rates, the lack of charging infrastructure could prove to be a significant obstacle.\n\nhttps://t.co/ATZbGJy4GB'}"
491,"{'id': '1380118960956391429', 'text': 'RT @Premafrimin: $PREM #PREM #Zulu\n𝐈𝐍𝐕𝐄𝐒𝐓𝐎𝐑𝐒 𝐅𝐋𝐎𝐂𝐊 𝐓𝐎 𝐋𝐈𝐓𝐇𝐈𝐔𝐌\nInterest in the industry is resurgent as electric-vehicle targets set by glob…'}"
492,"{'id': '1380118940362375175', 'text': 'LG have announced that they will be withdrawing from the mobile phone market, in order ""to focus resources in growth areas such as electric vehicle components, connected devices, smart homes, robotics and AI.""\n\nLearn more: https://t.co/g666Lbg1jd\n\n#smartphones #mobilephones https://t.co/IpByZt9vod'}"
493,"{'id': '1380118746757406724', 'text': 'New post (Guidehouse Insights Report Shows Annual Revenue for the Electric Heavy Commercial Vehicle Market Is Expected to Surpass $370 Billion by 2030) has been published on https://t.co/4w7A2E5AtV - https://t.co/u9Kbk6iVpR https://t.co/QJxWiaB992'}"
494,"{'id': '1380118552116666369', 'text': 'RT @investeek: ICYMI -\n\nSee the list of all listed electric vehicle stocks in India\n\n#electricvehicles #EV https://t.co/n7OpTzoYdL'}"
495,"{'id': '1380118536664850432', 'text': 'RT @Premafrimin: $PREM #PREM #Zulu\n𝐈𝐍𝐕𝐄𝐒𝐓𝐎𝐑𝐒 𝐅𝐋𝐎𝐂𝐊 𝐓𝐎 𝐋𝐈𝐓𝐇𝐈𝐔𝐌\nInterest in the industry is resurgent as electric-vehicle targets set by glob…'}"
496,"{'id': '1380118523356282880', 'text': '85% Plugin Vehicle Share In Norway — Pure Combustion Falls Below 10% https://t.co/lk8c6eG1Gs'}"
497,"{'id': '1380118396314980354', 'text': ""@khas01 @allpartycycling This doable now.  My electric van won't start without the key device being present, so a tag could immobilise a vehicle. If prisons are full and courts can't be bothered, then we need something that physically stops these offenders from driving.""}"
498,"{'id': '1380118243403259907', 'text': '$PREM #PREM #Zulu\n𝐈𝐍𝐕𝐄𝐒𝐓𝐎𝐑𝐒 𝐅𝐋𝐎𝐂𝐊 𝐓𝐎 𝐋𝐈𝐓𝐇𝐈𝐔𝐌\nInterest in the industry is resurgent as electric-vehicle targets set by global automakers and a change in the US administration signal that a battery boom is finally gathering momentum\nhttps://t.co/mjd5I3T1rU https://t.co/DJr9BQdeY8'}"
499,"{'id': '1380118111404363777', 'text': 'Electric Vehicle Infrastructure Critical in Low-Income Areas &amp; Communities of Colors https://t.co/m3s26gbxab #EV #VE #MOBILITY #NewMobility'}"
500,"{'id': '1380116997581676553', 'text': 'BMW AG joined rival Mercedes-Benz in reporting record Q1 vehicle deliveries, driven largely by explosive demand in China. Both are also getting boosts from plug-in hybrid and fully electric cars.\n\nhttps://t.co/w7llYesFNR'}"
501,"{'id': '1380116976253698050', 'text': ""RT @SawyerMerritt: BREAKING: The Biden administration's $174 Billion proposal to boost electric vehicles calls for $100 Billion in new cons…""}"
502,"{'id': '1380116942506356736', 'text': 'RT @UDUSOK: The National Automative Design and Development Council (NADDC) Electronic Vehicle Pilot Project in collaboration with Usmanu Da…'}"
503,"{'id': '1380116932653953025', 'text': ""RT @VeoliaUK: We are delighted to have participated in this year's electric vehicle parade organised by @SMMT. In partnership with @CityWes…""}"
504,"{'newest_id': '1380127384612044807', 'oldest_id': '1380116932653953025', 'result_count': 100, 'next_token': 'b26v89c19zqg8o3fostqs7mr84za97x4bmu5t3km9bvjx'}"
